image_names,tags
stitch_1920,clear primary agriculture partly_cloudy primary clear primary agriculture clear cultivation primary 
stitch_1921,clear primary clear primary water agriculture clear primary clear primary 
stitch_1922,clear primary clear primary clear primary clear primary 
stitch_1923,clear primary agriculture clear cultivation primary road selective_logging agriculture clear cultivation habitation primary road partly_cloudy primary 
stitch_1924,agriculture clear primary water partly_cloudy primary clear primary clear primary 
stitch_1925,clear primary  partly_cloudy primary water clear cultivation habitation primary 
stitch_1926,agriculture clear cultivation primary road water agriculture clear primary road agriculture partly_cloudy primary clear primary water 
stitch_1927, agriculture clear habitation primary road water clear primary clear primary 
stitch_1928,clear primary road water clear primary clear primary agriculture clear habitation primary water 
stitch_1929,clear primary partly_cloudy primary clear cultivation primary partly_cloudy primary 
stitch_1930,clear primary partly_cloudy primary agriculture clear cultivation primary clear primary 
stitch_1931, clear primary water agriculture cultivation partly_cloudy primary agriculture clear habitation primary road 
stitch_1932,agriculture clear primary road clear primary clear cultivation primary selective_logging  
stitch_1933,agriculture clear primary road clear primary partly_cloudy primary partly_cloudy primary water 
stitch_1934,agriculture clear cultivation habitation primary road agriculture clear cultivation primary agriculture cultivation partly_cloudy primary partly_cloudy primary 
stitch_1935,clear primary clear primary agriculture clear primary road  
stitch_1936,agriculture clear cultivation habitation primary road clear primary clear primary clear primary water 
stitch_1937,partly_cloudy primary road water clear primary agriculture clear habitation primary road clear primary 
stitch_1938,clear primary agriculture partly_cloudy primary agriculture clear cultivation primary clear primary 
stitch_1939,clear primary water clear primary clear primary  
stitch_1940,agriculture clear cultivation primary water agriculture clear cultivation primary road agriculture clear clear water 
stitch_1941,agriculture clear primary road partly_cloudy primary partly_cloudy primary water clear primary 
stitch_1942,agriculture clear cultivation primary agriculture partly_cloudy primary clear primary bare_ground clear primary 
stitch_1943,clear primary clear primary agriculture clear primary road clear primary 
stitch_1944,agriculture clear primary agriculture clear cultivation habitation primary road clear primary agriculture cultivation partly_cloudy primary road water 
stitch_1945,clear primary clear primary clear primary agriculture partly_cloudy primary 
stitch_1946,clear primary partly_cloudy primary clear primary clear primary 
stitch_1947,clear primary clear primary road water partly_cloudy primary water  
stitch_1948,clear primary clear cultivation primary clear primary clear primary 
stitch_1949,clear cultivation primary clear primary clear primary clear primary 
stitch_1950,clear primary  agriculture cultivation partly_cloudy primary clear primary 
stitch_1951,partly_cloudy primary water clear primary water  clear primary 
stitch_1952,agriculture clear cultivation habitation primary road agriculture clear primary road agriculture clear primary road water agriculture partly_cloudy primary road water 
stitch_1953,agriculture clear primary road agriculture clear primary clear primary clear primary 
stitch_1954,clear primary clear primary  partly_cloudy primary 
stitch_1955, clear primary water agriculture clear cultivation primary clear primary 
stitch_1956, clear primary clear primary agriculture clear habitation primary 
stitch_1957,agriculture clear primary clear primary clear primary  
stitch_1958,partly_cloudy primary partly_cloudy primary clear primary clear primary 
stitch_1959,partly_cloudy primary agriculture habitation partly_cloudy primary road agriculture clear habitation primary road water clear primary 
stitch_1960,partly_cloudy primary agriculture clear cultivation habitation primary road clear primary agriculture clear habitation primary road 
stitch_1961,clear primary agriculture clear clear primary clear primary 
stitch_1962, clear primary road water agriculture partly_cloudy primary bare_ground clear primary road 
stitch_1963,clear primary clear primary  agriculture clear primary water 
stitch_1964,bare_ground clear primary clear primary water   
stitch_1965,clear primary road water agriculture partly_cloudy primary partly_cloudy primary partly_cloudy primary 
stitch_1966,agriculture clear habitation primary road agriculture clear primary water agriculture clear primary clear primary 
stitch_1967,cultivation partly_cloudy primary clear primary  agriculture partly_cloudy primary 
stitch_1968,clear primary  partly_cloudy primary clear primary water 
stitch_1969,partly_cloudy primary  agriculture clear cultivation primary road clear cultivation primary water 
stitch_1970,agriculture clear primary clear habitation primary road water clear primary agriculture partly_cloudy primary road 
stitch_1971,agriculture clear primary agriculture clear habitation primary road water clear primary water clear primary 
stitch_1972,partly_cloudy primary water agriculture clear primary partly_cloudy primary water clear primary 
stitch_1973, agriculture clear habitation primary road clear primary clear primary 
stitch_1974,clear primary water clear primary agriculture clear cultivation primary clear primary 
stitch_1975,clear primary clear primary water clear cultivation primary clear primary 
stitch_1976,agriculture clear primary road clear primary agriculture clear habitation primary agriculture clear primary water 
stitch_1977,agriculture clear habitation primary road agriculture clear cultivation primary clear cultivation habitation primary  
stitch_1978,partly_cloudy primary clear cultivation primary clear primary clear primary 
